key,name,description,cover_image_url,external_url,retire_count
only_one_group,UCLA Library Foreign Language Books,A comprehensive set of available books to be transcribed,http://www.bradleysbookoutlet.com/wp-content/uploads/2013/06/bradleys-book-outlet-books-only-logo.png,http://library.ucla.edu,2
